GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
WrzasqPl CloudFormation Organizational Unit handler,pl.wrzasq.lambda.cform.organization.unit,Handler,0,35,0,0,0,7,0,3,0,3
WrzasqPl CloudFormation Organizational Unit handler,pl.wrzasq.lambda.cform.organization.unit.service,OrganizationUnitManager,0,118,0,6,0,32,0,6,0,3
