GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
WrzasqPl CloudFormation StackSet instance handler,pl.wrzasq.lambda.cform.stackset.instance,Handler,0,35,0,0,0,7,0,3,0,3
WrzasqPl CloudFormation StackSet instance handler,pl.wrzasq.lambda.cform.stackset.instance.service,StackSetInstanceManager,6,364,1,5,2,40,1,13,0,10
