GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
WrzasqPl CloudFormation Account handler,pl.wrzasq.lambda.cform.account,Handler,0,35,0,0,0,7,0,3,0,3
WrzasqPl CloudFormation Account handler,pl.wrzasq.lambda.cform.account.service,AccountManager,6,327,0,20,2,49,0,18,0,8
