GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
WrzasqPl CloudFormation DeviceFarm project handler,pl.wrzasq.lambda.cform.devicefarm.project.service,DeviceFarmProjectManager,0,73,0,0,0,21,0,4,0,4
WrzasqPl CloudFormation DeviceFarm project handler,pl.wrzasq.lambda.cform.devicefarm.project,Handler,0,40,0,0,0,7,0,3,0,3
