GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
WrzasqPl CloudFormation AppSync GraphQL API data provider,pl.wrzasq.lambda.cform.appsync.graphqlapi.data.service,AppSyncGraphQlApiHandler,0,48,0,0,0,13,0,4,0,4
WrzasqPl CloudFormation AppSync GraphQL API data provider,pl.wrzasq.lambda.cform.appsync.graphqlapi.data,Handler,0,35,0,0,0,7,0,3,0,3
