GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
WrzasqPl CloudFormation password policy handler,pl.wrzasq.lambda.cform.passwordpolicy,Handler,0,35,0,0,0,7,0,3,0,3
WrzasqPl CloudFormation password policy handler,pl.wrzasq.lambda.cform.passwordpolicy.service,PasswordPolicyManager,0,39,0,0,0,10,0,3,0,3
