GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
WrzasqPl CloudWatch DynamoDb metrics,pl.wrzasq.lambda.metrics.dynamodb.service,CloudWatchDynamoDbMetricGenerator,0,86,0,0,0,21,0,3,0,3
WrzasqPl CloudWatch DynamoDb metrics,pl.wrzasq.lambda.metrics.dynamodb,Handler,0,33,0,0,0,7,0,3,0,3
