GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
WrzasqPl CloudFormation CloudWatch log retention handler,pl.wrzasq.lambda.cform.logretention.service,RetentionManager,0,80,0,4,0,21,0,6,0,4
WrzasqPl CloudFormation CloudWatch log retention handler,pl.wrzasq.lambda.cform.logretention,Handler,0,35,0,0,0,7,0,3,0,3
